id,topic,speaker_1_en,speaker_1_gujlish,speaker_2_en,speaker_2_gujlish
1159,Bollywood Movie / Street vs Restaurant Food,I liked the climax a lot.,Mane climax bau gamyu.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
746,Cricket Match / Old vs New Songs,India gave a strong performance!,India ye jabardast performance aapyu!,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
2434,Weather Changes / Street vs Restaurant Food,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
601,Asking Directions / Friend's Wedding,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Did you see her wedding dress?,Tame eni wedding dress joi?
157,Weekend Plans / Ordering Food,Do you want to watch a movie?,Movie jovani ichchha che tane?,"Can I see the menu, please?",Menu joi shaku chu?
2388,Weather Changes / Friend's Wedding,I love winter mornings.,Mane sheet rutu ni savar bau game.,The food was really good!,Food toh khub j tasty hatu!
1111,Bollywood Movie / Friend's Wedding,The acting was average though.,Acting thodi average hati.,Did you see her wedding dress?,Tame eni wedding dress joi?
756,Cricket Match / Friend's Wedding,India gave a strong performance!,India ye jabardast performance aapyu!,They looked so happy together.,E loko khub j happy lagta hata.
1625,Diwali Prep / Weather Changes,Diwali shopping is still pending.,Diwali shopping to baki j che.,It’s so hot these days!,Aaje kalak ghanu garmi che!
2050,Friend's Wedding / Asking Directions,Did you see her wedding dress?,Tame eni wedding dress joi?,How far is the airport from here?,Ahiya thi airport ketlu door che?
2643,Gym/Fitness / Friend's Wedding,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,The food was really good!,Food toh khub j tasty hatu!
18,Weekend Plans / Trip to Goa,Are you free this Sunday?,Aa Ravivare tamne time che?,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
1461,Diwali Prep / Old vs New Songs,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,New songs have better beats.,Nava gaano ma beat saru hoy.
1421,Delhi Traffic / Weather Changes,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,It’s so hot these days!,Aaje kalak ghanu garmi che!
2149,Friend's Wedding / Ordering Food,They looked so happy together.,E loko khub j happy lagta hata.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
716,Cricket Match / Weekend Plans,India gave a strong performance!,India ye jabardast performance aapyu!,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
611,Asking Directions / Gym/Fitness,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,I feel healthier now.,Mane have healthy feel thay che.
319,Ordering Food / Cricket Match,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Was it a close game?,Game tight hatu ke easy?
154,Weekend Plans / Weekend Plans,Do you want to watch a movie?,Movie jovani ichchha che tane?,Are you free this Sunday?,Aa Ravivare tamne time che?
636,Cricket Match / Delhi Traffic,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
779,Cricket Match / Cricket Match,I missed the final over.,Hu last over joi na shakyo.,Was it a close game?,Game tight hatu ke easy?
870,Trip to Goa / Weekend Plans,We should try water sports!,Aapde water sports try karva joie!,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
532,Asking Directions / Bollywood Movie,Can you guide me to City Mall?,City Mall sudhi marg batavo?,I liked the climax a lot.,Mane climax bau gamyu.
1407,Delhi Traffic / Diwali Prep,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,Have you bought crackers?,Tame patakha laya?
1190,Bollywood Movie / Trip to Goa,Who was the director?,Director kon hatu?,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
1640,Old vs New Songs / Ordering Food,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Do you serve cold coffee?,Tamare cold coffee male che?
2182,Friend's Wedding / Street vs Restaurant Food,They looked so happy together.,E loko khub j happy lagta hata.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
316,Ordering Food / Asking Directions,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
113,Weekend Plans / Asking Directions,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
371,Ordering Food / Cricket Match,Do you serve cold coffee?,Tamare cold coffee male che?,India gave a strong performance!,India ye jabardast performance aapyu!
980,Trip to Goa / Asking Directions,I can’t wait for this trip!,Hu aa trip mate excited chu!,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1118,Bollywood Movie / Weather Changes,The acting was average though.,Acting thodi average hati.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
858,Trip to Goa / Friend's Wedding,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,They looked so happy together.,E loko khub j happy lagta hata.
700,Cricket Match / Street vs Restaurant Food,Was it a close game?,Game tight hatu ke easy?,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
2592,Gym/Fitness / Friend's Wedding,I feel healthier now.,Mane have healthy feel thay che.,The food was really good!,Food toh khub j tasty hatu!
1376,Delhi Traffic / Gym/Fitness,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,I feel healthier now.,Mane have healthy feel thay che.
1024,Bollywood Movie / Weekend Plans,That movie had great songs.,E movie ma khub sara gaana hata.,Do you want to watch a movie?,Movie jovani ichchha che tane?
1933,Street vs Restaurant Food / Weather Changes,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,I love winter mornings.,Mane sheet rutu ni savar bau game.
541,Asking Directions / Diwali Prep,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Diwali shopping is still pending.,Diwali shopping to baki j che.
1145,Bollywood Movie / Bollywood Movie,I liked the climax a lot.,Mane climax bau gamyu.,Who was the director?,Director kon hatu?
897,Trip to Goa / Diwali Prep,We should try water sports!,Aapde water sports try karva joie!,Have you bought crackers?,Tame patakha laya?
710,Cricket Match / Weather Changes,Was it a close game?,Game tight hatu ke easy?,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2096,Friend's Wedding / Ordering Food,The food was really good!,Food toh khub j tasty hatu!,"Can I see the menu, please?",Menu joi shaku chu?
1694,Old vs New Songs / Asking Directions,New songs have better beats.,Nava gaano ma beat saru hoy.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
2335,Weather Changes / Street vs Restaurant Food,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
180,Weekend Plans / Delhi Traffic,Do you want to watch a movie?,Movie jovani ichchha che tane?,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
2092,Friend's Wedding / Weekend Plans,The food was really good!,Food toh khub j tasty hatu!,Are you free this Sunday?,Aa Ravivare tamne time che?
2288,Weather Changes / Friend's Wedding,It’s so hot these days!,Aaje kalak ghanu garmi che!,The wedding was well organized.,Lagna khub saro rite thai.
256,Ordering Food / Weekend Plans,Is the pav bhaji spicy?,Pav bhaji tikhi che?,Are you free this Sunday?,Aa Ravivare tamne time che?
1783,Old vs New Songs / Gym/Fitness,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Weight training is tough!,Weight training to bau j hard che!
799,Cricket Match / Old vs New Songs,I missed the final over.,Hu last over joi na shakyo.,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
1726,Old vs New Songs / Friend's Wedding,New songs have better beats.,Nava gaano ma beat saru hoy.,The wedding was well organized.,Lagna khub saro rite thai.
1051,Bollywood Movie / Diwali Prep,That movie had great songs.,E movie ma khub sara gaana hata.,Diwali shopping is still pending.,Diwali shopping to baki j che.
964,Trip to Goa / Weather Changes,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,I love winter mornings.,Mane sheet rutu ni savar bau game.
1852,Street vs Restaurant Food / Cricket Match,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,I missed the final over.,Hu last over joi na shakyo.
1426,Delhi Traffic / Gym/Fitness,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,Weight training is tough!,Weight training to bau j hard che!
2162,Friend's Wedding / Trip to Goa,They looked so happy together.,E loko khub j happy lagta hata.,I can’t wait for this trip!,Hu aa trip mate excited chu!
2253,Weather Changes / Asking Directions,It’s so hot these days!,Aaje kalak ghanu garmi che!,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
728,Cricket Match / Cricket Match,India gave a strong performance!,India ye jabardast performance aapyu!,Was it a close game?,Game tight hatu ke easy?
74,Weekend Plans / Bollywood Movie,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Who was the director?,Director kon hatu?
1920,Street vs Restaurant Food / Old vs New Songs,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
2627,Gym/Fitness / Delhi Traffic,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2507,Gym/Fitness / Ordering Food,Weight training is tough!,Weight training to bau j hard che!,Do you serve cold coffee?,Tamare cold coffee male che?
2419,Weather Changes / Bollywood Movie,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,The acting was average though.,Acting thodi average hati.
2531,Gym/Fitness / Diwali Prep,Weight training is tough!,Weight training to bau j hard che!,Diwali shopping is still pending.,Diwali shopping to baki j che.
2231,Friend's Wedding / Street vs Restaurant Food,The wedding was well organized.,Lagna khub saro rite thai.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
1133,Bollywood Movie / Asking Directions,I liked the climax a lot.,Mane climax bau gamyu.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1036,Bollywood Movie / Cricket Match,That movie had great songs.,E movie ma khub sara gaana hata.,I missed the final over.,Hu last over joi na shakyo.
1583,Diwali Prep / Weekend Plans,Diwali shopping is still pending.,Diwali shopping to baki j che.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
1763,Old vs New Songs / Diwali Prep,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
2165,Friend's Wedding / Bollywood Movie,They looked so happy together.,E loko khub j happy lagta hata.,I liked the climax a lot.,Mane climax bau gamyu.
2330,Weather Changes / Old vs New Songs,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
614,Cricket Match / Weekend Plans,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
1942,Street vs Restaurant Food / Weekend Plans,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,Do you want to watch a movie?,Movie jovani ichchha che tane?
1152,Bollywood Movie / Diwali Prep,I liked the climax a lot.,Mane climax bau gamyu.,Have you bought crackers?,Tame patakha laya?
1416,Delhi Traffic / Street vs Restaurant Food,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
1607,Diwali Prep / Delhi Traffic,Diwali shopping is still pending.,Diwali shopping to baki j che.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2190,Friend's Wedding / Gym/Fitness,They looked so happy together.,E loko khub j happy lagta hata.,I started yoga recently.,Hu have yoga sharu karyu che.
1859,Street vs Restaurant Food / Bollywood Movie,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,I liked the climax a lot.,Mane climax bau gamyu.
2102,Friend's Wedding / Asking Directions,The food was really good!,Food toh khub j tasty hatu!,Can you guide me to City Mall?,City Mall sudhi marg batavo?
260,Ordering Food / Ordering Food,Is the pav bhaji spicy?,Pav bhaji tikhi che?,"Can I see the menu, please?",Menu joi shaku chu?
1990,Street vs Restaurant Food / Weekend Plans,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,Are you free this Sunday?,Aa Ravivare tamne time che?
2130,Friend's Wedding / Street vs Restaurant Food,The food was really good!,Food toh khub j tasty hatu!,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
1048,Bollywood Movie / Diwali Prep,That movie had great songs.,E movie ma khub sara gaana hata.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
749,Cricket Match / Old vs New Songs,India gave a strong performance!,India ye jabardast performance aapyu!,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
1929,Street vs Restaurant Food / Friend's Wedding,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,They looked so happy together.,E loko khub j happy lagta hata.
892,Trip to Goa / Delhi Traffic,We should try water sports!,Aapde water sports try karva joie!,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
1165,Bollywood Movie / Friend's Wedding,I liked the climax a lot.,Mane climax bau gamyu.,The wedding was well organized.,Lagna khub saro rite thai.
1799,Old vs New Songs / Cricket Match,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,Was it a close game?,Game tight hatu ke easy?
736,Cricket Match / Bollywood Movie,India gave a strong performance!,India ye jabardast performance aapyu!,I liked the climax a lot.,Mane climax bau gamyu.
1315,Delhi Traffic / Friend's Wedding,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,Did you see her wedding dress?,Tame eni wedding dress joi?
1774,Old vs New Songs / Friend's Wedding,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Did you see her wedding dress?,Tame eni wedding dress joi?
128,Weekend Plans / Delhi Traffic,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
1365,Delhi Traffic / Street vs Restaurant Food,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
162,Weekend Plans / Asking Directions,Do you want to watch a movie?,Movie jovani ichchha che tane?,How far is the airport from here?,Ahiya thi airport ketlu door che?
2173,Friend's Wedding / Diwali Prep,They looked so happy together.,E loko khub j happy lagta hata.,Have you bought crackers?,Tame patakha laya?
