id,topic,english,gujlish,weather_change_0_313
discussing_weekend_plans_0_252,Discussing weekend plans,How about a beach volleyball game?,Beach volleyball khelvu che?,
discussing_weekend_plans_0_253,Discussing weekend plans,Do you want to go fishing early morning?,Savar savar fishing javu che?,
discussing_weekend_plans_0_254,Discussing weekend plans,We should visit the art gallery.,Art gallery javu che.,
discussing_weekend_plans_0_255,Discussing weekend plans,Let’s have a theme party.,Theme party kariye.,
discussing_weekend_plans_0_256,Discussing weekend plans,How about a dessert-making competition?,Dessert-making competition kariye?,
discussing_weekend_plans_0_257,Discussing weekend plans,Do you want to try stand-up comedy open mic?,Stand-up comedy open mic try kariye?,
discussing_weekend_plans_0_258,Discussing weekend plans,We can go bird feeding in the park.,Park ma bird feeding javu.,
discussing_weekend_plans_0_259,Discussing weekend plans,Let’s go on a photo walk.,Photo walk javu che.,
discussing_weekend_plans_0_260,Discussing weekend plans,How about trying out a new smoothie recipe?,Navi smoothie recipe try kariye?,
discussing_weekend_plans_0_261,Discussing weekend plans,Do you want to go to the local zoo?,Local zoo javu che?,
discussing_weekend_plans_0_262,Discussing weekend plans,We should visit the botanical garden’s orchid section.,Botanical garden no orchid section joiye.,
discussing_weekend_plans_0_263,Discussing weekend plans,Let’s have a breakfast picnic.,Breakfast picnic kariye.,
discussing_weekend_plans_0_264,Discussing weekend plans,How about trying paddle boat rides?,Paddle boat ride try kariye?,
discussing_weekend_plans_0_265,Discussing weekend plans,Do you want to join a calligraphy workshop?,Calligraphy workshop join kariye?,
discussing_weekend_plans_0_266,Discussing weekend plans,We can make friendship bracelets.,Friendship bracelets banaviye.,
discussing_weekend_plans_0_267,Discussing weekend plans,Let’s watch a documentary on wildlife.,Wildlife documentary joiye.,
discussing_weekend_plans_0_268,Discussing weekend plans,How about a sushi making class?,Sushi making class kariye?,
discussing_weekend_plans_0_269,Discussing weekend plans,Do you want to try rollerblading?,Rollerblading try kariye?,
discussing_weekend_plans_0_270,Discussing weekend plans,We should plant some trees this weekend.,Aa weekend thoda vruksh lagaviye.,
discussing_weekend_plans_0_271,Discussing weekend plans,Let’s explore the city’s street art.,Shahar ni street art explore kariye.,
discussing_weekend_plans_0_272,Discussing weekend plans,How about a chocolate tasting event?,Chocolate tasting event kariye?,
discussing_weekend_plans_0_273,Discussing weekend plans,Do you want to try indoor rock climbing?,Indoor rock climbing try kariye?,
discussing_weekend_plans_0_274,Discussing weekend plans,We can visit the aquarium.,Aquarium javu che.,
discussing_weekend_plans_0_275,Discussing weekend plans,Let’s have a smoothie-making session.,Smoothie banavani session kariye.,
discussing_weekend_plans_0_276,Discussing weekend plans,How about a pottery painting workshop?,Pottery painting workshop kariye?,
discussing_weekend_plans_0_277,Discussing weekend plans,Do you want to go horseback riding?,Horseback riding javu che?,
discussing_weekend_plans_0_278,Discussing weekend plans,We should try making homemade pasta.,Ghar ma pasta banaviye.,
discussing_weekend_plans_0_279,Discussing weekend plans,Let’s visit a nearby vineyard.,Najik vineyard javu che.,
discussing_weekend_plans_0_280,Discussing weekend plans,How about a sunrise meditation session?,Sunrise meditation kariye?,
discussing_weekend_plans_0_281,Discussing weekend plans,Do you want to try archery?,Archery try kariye?,
discussing_weekend_plans_0_282,Discussing weekend plans,We can visit the local bakery.,Local bakery javu che.,
discussing_weekend_plans_0_283,Discussing weekend plans,Let’s have a dance-off competition.,Dance-off competition kariye.,
discussing_weekend_plans_0_284,Discussing weekend plans,How about trying a new smoothie bar?,Navi smoothie bar try kariye?,
discussing_weekend_plans_0_285,Discussing weekend plans,Do you want to join a local choir?,Local choir join kariye?,
discussing_weekend_plans_0_286,Discussing weekend plans,We should go to a comedy show.,Comedy show javu che.,
discussing_weekend_plans_0_287,Discussing weekend plans,Let’s try a smoothie bowl recipe.,Smoothie bowl recipe try kariye.,
discussing_weekend_plans_0_288,Discussing weekend plans,How about a pottery wheel throwing class?,Pottery wheel throwing class kariye?,
discussing_weekend_plans_0_289,Discussing weekend plans,Do you want to join a local book club?,Local book club join kariye?,
discussing_weekend_plans_0_290,Discussing weekend plans,We can go kayaking on the river.,River par kayaking javu.,
discussing_weekend_plans_0_291,Discussing weekend plans,Let’s have a homemade pizza night.,Ghar ma pizza night kariye.,
discussing_weekend_plans_0_292,Discussing weekend plans,How about attending a poetry slam?,Poetry slam attend kariye?,
discussing_weekend_plans_0_293,Discussing weekend plans,Do you want to try a new board game?,Navo board game try kariye?,
discussing_weekend_plans_0_294,Discussing weekend plans,We should try indoor skydiving.,Indoor skydiving try kariye.,
discussing_weekend_plans_0_295,Discussing weekend plans,Let’s visit a chocolate factory.,Chocolate factory javu che.,
discussing_weekend_plans_0_296,Discussing weekend plans,How about a pottery glaze decorating session?,Pottery glaze decorating session kariye?,
discussing_weekend_plans_0_297,Discussing weekend plans,Do you want to join a hiking group?,Hiking group join kariye?,
discussing_weekend_plans_0_298,Discussing weekend plans,We can have a movie marathon.,Movie marathon kariye.,
discussing_weekend_plans_0_299,Discussing weekend plans,Let’s try making sushi at home.,Ghar ma sushi banaviye.,
discussing_weekend_plans_0_300,Discussing weekend plans,How about a game of badminton?,Badminton khelvu che?,
discussing_weekend_plans_0_301,Discussing weekend plans,Do you want to go on a picnic by the river?,River najik picnic javu che?,
discussing_weekend_plans_0_302,Discussing weekend plans,We should try paddleboarding.,Paddleboarding try kariye.,
discussing_weekend_plans_0_303,Discussing weekend plans,Let’s visit the local farmer’s market.,Local farmer’s market javu che.,
discussing_weekend_plans_0_304,Discussing weekend plans,How about a pottery class?,Pottery class kariye?,
discussing_weekend_plans_0_305,Discussing weekend plans,Do you want to join a dance class?,Dance class join kariye?,
discussing_weekend_plans_0_306,Discussing weekend plans,We can go for a hike in the hills.,Hills ma hike javu che.,
discussing_weekend_plans_0_307,Discussing weekend plans,Let’s have a picnic at the park.,Park ma picnic kariye.,
discussing_weekend_plans_0_308,Discussing weekend plans,How about trying out a new coffee shop?,Navi coffee shop try kariye?,
discussing_weekend_plans_0_309,Discussing weekend plans,Do you want to try kayaking?,Kayaking try kariye?,
discussing_weekend_plans_0_310,Discussing weekend plans,We should have a movie night.,Movie night kariye.,
discussing_weekend_plans_0_311,Discussing weekend plans,Let’s try a new recipe for dinner.,Dinner mate navi recipe try kariye.,
discussing_weekend_plans_0_312,Discussing weekend plans,How about a bike tour around the city?,Shahar ni bike tour kariye?,
discussing_weekend_plans_0_313,Discussing weekend plans,Do you want to go to the art museum?,Art museum javu che?,
discussing_weekend_plans_0_314,Discussing weekend plans,We can attend a live music concert.,Live music concert attend kariye.,
discussing_weekend_plans_0_315,Discussing weekend plans,Let’s try a new ice cream flavor.,Navi ice cream flavor try kariye.,
discussing_weekend_plans_0_316,Discussing weekend plans,How about a pottery exhibition?,Pottery exhibition joiye?,
discussing_weekend_plans_0_317,Discussing weekend plans,Do you want to go on a nature walk?,Nature walk javu che?,
discussing_weekend_plans_0_318,Discussing weekend plans,We should try paddleboat rides.,Paddleboat ride try kariye.,
discussing_weekend_plans_0_319,Discussing weekend plans,Let’s have a board game night.,Board game night kariye.,
discussing_weekend_plans_0_320,Discussing weekend plans,How about a chocolate making workshop?,Chocolate making workshop kariye?,
discussing_weekend_plans_0_321,Discussing weekend plans,Do you want to visit a new café?,Navi café javu che?,
discussing_weekend_plans_0_322,Discussing weekend plans,We can go to a farmers’ market.,Farmers’ market javu che.,
discussing_weekend_plans_0_323,Discussing weekend plans,Let’s try a new hiking trail.,Navo hiking trail try kariye.,
discussing_weekend_plans_0_324,Discussing weekend plans,How about a sunrise yoga session?,Sunrise yoga session kariye?,
discussing_weekend_plans_0_325,Discussing weekend plans,Do you want to try ice skating?,Ice skating try kariye?,
discussing_weekend_plans_0_326,Discussing weekend plans,We should have a baking day.,Baking day kariye.,
discussing_weekend_plans_0_327,Discussing weekend plans,Let’s visit the science museum.,Science museum javu che.,
discussing_weekend_plans_0_328,Discussing weekend_plans,How about a new cooking class?,Navi cooking class try kariye?,
discussing_weekend_plans_0_329,Discussing weekend plans,Do you want to join a local sports club?,Local sports club join kariye?,
discussing_weekend_plans_0_330,Discussing weekend plans,We can go to a local festival.,Local festival javu che.,
discussing_weekend_plans_0_331,Discussing weekend plans,Let’s try a new salad recipe.,Navi salad recipe try kariye.,
discussing_weekend_plans_0_332,Discussing weekend plans,How about going on a city bus tour?,City bus tour kariye?,
discussing_weekend_plans_0_333,Discussing weekend plans,Do you want to go stargazing?,Stargazing javu che?,
discussing_weekend_plans_0_334,Discussing weekend plans,We should have a pizza making contest.,Pizza making contest kariye.,
discussing_weekend_plans_0_335,Discussing weekend plans,Let’s go to a jazz concert.,Jazz concert javu che.,
discussing_weekend_plans_0_336,Discussing weekend plans,How about a new art workshop?,Navo art workshop kariye?,
discussing_weekend_plans_0_337,Discussing weekend plans,Do you want to visit a new park?,Navo park javu che?,
discussing_weekend_plans_0_338,Discussing weekend plans,We can try kayaking in the lake.,Lake ma kayaking try kariye.,
discussing_weekend_plans_0_339,Discussing weekend plans,Let’s have a garden tea party.,Garden tea party kariye.,
discussing_weekend_plans_0_340,Discussing weekend plans,How about visiting a botanical garden?,Botanical garden javu che?,
discussing_weekend_plans_0_341,Discussing weekend plans,Do you want to try a photography walk?,Photography walk try kariye?,
discussing_weekend_plans_0_342,Discussing weekend plans,We should visit the new zoo exhibition.,Navi zoo exhibition joiye.,
discussing_weekend_plans_0_343,Discussing weekend plans,Let’s plan a road trip to the nearby town.,Najik na shahar ni road trip plan kariye.,
discussing_weekend_plans_0_344,Discussing weekend plans,How about a weekend spa day?,Weekend spa day kariye?,
discussing_weekend_plans_0_345,Discussing weekend plans,Do you want to try fishing at the lake?,Lake par fishing try kariye?,
discussing_weekend_plans_0_346,Discussing weekend plans,We can have a barbecue party.,Barbecue party kariye.,
discussing_weekend_plans_0_347,Discussing weekend plans,Let’s visit the old fort nearby.,Najik no old fort joiye.,
discussing_weekend_plans_0_348,Discussing weekend plans,How about trying rock climbing?,Rock climbing try kariye?,
discussing_weekend_plans_0_349,Discussing weekend plans,Do you want to go to a poetry reading event?,Poetry reading event javu che?,
discussing_weekend_plans_0_350,Discussing weekend plans,We should have a DIY craft workshop.,DIY craft workshop kariye.,
ordering_food_0_1,Ordering food at a restaurant,"Can I see the menu, please?",Menu joi saku chu?,
ordering_food_0_2,Ordering food at a restaurant,What do you recommend from the specials?,Specials ma su recommend karo?,
ordering_food_0_3,Ordering food at a restaurant,I would like to order the paneer tikka.,Hu paneer tikka order karvu chu.,
ordering_food_0_4,Ordering food at a restaurant,Do you have any vegan options?,Tame vegan option chhe?,
ordering_food_0_5,Ordering food at a restaurant,Please bring me a glass of water.,Mane ek glass paani lai aapo.,
ordering_food_0_6,Ordering food at a restaurant,Is the chicken spicy here?,Chicken ma jalu chhe ke nahi?,
ordering_food_0_7,Ordering food at a restaurant,I want my steak medium rare.,Maro steak medium rare banavjo.,
ordering_food_0_8,Ordering food at a restaurant,Could you please suggest a good dessert?,Ek sari dessert recommend karo.,
