turn_id,topic,speaker,gujlish,english
180,Ordering food at a restaurant,Priya,I agree. It's a nice way to unwind and try different cuisines.,I agree. It's a nice way to unwind and try different cuisines.
181,Ordering food at a restaurant,Arjun,"Next time, koi different cuisine try karishu? Maybe Italian or Mexican?","Next time, shall we try a different cuisine? Maybe Italian or Mexican?"
182,Ordering food at a restaurant,Priya,Sounds like a plan. I know a good Italian place we could check out.,Sounds like a plan. I know a good Italian place we could check out.
183,Ordering food at a restaurant,Arjun,Perfect! Toh next dinner outing pan decided! Bill aavi gayu.,Perfect! So the next dinner outing is also decided! The bill has arrived.
184,Ordering food at a restaurant,Priya,Let me check it. Everything seems correct. Ready to pay your share?,Let me check it. Everything seems correct. Ready to pay your share?
185,Ordering food at a restaurant,Arjun,"Ha, ready chhu. Card chalshe ne? Ke cash aapu?","Yes, I'm ready. Will card work? Or should I give cash?"
186,Ordering food at a restaurant,Priya,"Card should be fine. They usually accept all major cards. I'll pay by my card, you can transfer your share to me.","Card should be fine. They usually accept all major cards. I'll pay by my card, you can transfer your share to me."
187,Ordering food at a restaurant,Arjun,"Okay, sounds good. That's easier. Ek memorable meal hato.","Okay, sounds good. That's easier. It was a memorable meal."
188,Ordering food at a restaurant,Priya,"Indeed. Good food, good company. What more can one ask for?","Indeed. Good food, good company. What more can one ask for?"
189,Ordering food at a restaurant,Arjun,"Sachi vat. Chal, have nikliye? Bau late nathi karvu.","True. Okay, shall we leave now? Don't want to be too late."
190,Ordering food at a restaurant,Priya,"Yes, let's go. Thanks for a wonderful evening, Arjun.","Yes, let's go. Thanks for a wonderful evening, Arjun."
191,Ordering food at a restaurant,Arjun,"Thank you too, Priya! Tari company ma hamesha maja aave che.","Thank you too, Priya! It's always fun in your company."
192,Ordering food at a restaurant,Priya,"One last thing, should we leave a tip for the waiter? Service was good.","One last thing, should we leave a tip for the waiter? Service was good."
193,Ordering food at a restaurant,Arjun,"Oh yes, good point. Thodi tip to banavi joiye. Hu cash ma aapi daish.","Oh yes, good point. We should definitely leave some tip. I'll give it in cash."
194,Ordering food at a restaurant,Priya,"Okay, that's thoughtful. He was quite efficient and polite.","Okay, that's thoughtful. He was quite efficient and polite."
195,Ordering food at a restaurant,Arjun,"Barobar. Chal, I've left the tip. Have nikliye.","Correct. Okay, I've left the tip. Let's leave now."
196,Ordering food at a restaurant,Priya,"Great. Next time, Italian it is! I'll send you the details of the place.","Great. Next time, Italian it is! I'll send you the details of the place."
197,Ordering food at a restaurant,Arjun,"Looking forward to it! Pizza and Pasta, here we come!","Looking forward to it! Pizza and Pasta, here we come!"
198,Ordering food at a restaurant,Priya,"Haha, you seem more excited about Italian than Indian now!","Haha, you seem more excited about Italian than Indian now!"
199,Ordering food at a restaurant,Arjun,"Food lover chhu, Priya! Badha cuisine game mane, jya sudhi tasty hoy.","I'm a food lover, Priya! I like all cuisines, as long as they are tasty."
200,Ordering food at a restaurant,Priya,Fair enough. Let's hope the Italian place lives up to your expectations then.,Fair enough. Let's hope the Italian place lives up to your expectations then.
201,Ordering food at a restaurant,Arjun,Tari recommendation che etle expectations to high j che!,"Since it's your recommendation, expectations are high!"
202,Ordering food at a restaurant,Priya,"No pressure then! Chalo, let's head out. It was a good decision to come here tonight.","No pressure then! Okay, let's head out. It was a good decision to come here tonight."
203,Ordering food at a restaurant,Arjun,Ekdam. Aa restaurant review ma 5 stars aapva padshe.,Absolutely. I'll have to give this restaurant 5 stars in the review.
204,Ordering food at a restaurant,Priya,"I agree, it deserves a good rating. Especially for the Dal Makhani and the kulfi.","I agree, it deserves a good rating. Especially for the Dal Makhani and the kulfi."
205,Ordering food at a restaurant,Arjun,"Ane service pan. Chal, aavje! Good night.","And the service too. Okay, bye! Good night."
206,Ordering food at a restaurant,Priya,"Good night, Arjun! Drive safe.","Good night, Arjun! Drive safe."
207,Ordering food at a restaurant,Arjun,You too. Ghar pahonchi ne message karje.,You too. Message me when you reach home.
208,Ordering food at a restaurant,Priya,"Sure, I will. It was a very satisfying meal. Bau time pachi avu jaman jamyu.","Sure, I will. It was a very satisfying meal. I ate such food after a long time."
209,Ordering food at a restaurant,Arjun,"Ha yaar, kharekhar. My stomach is happy and my heart is happy.","Yes friend, truly. My stomach is happy and my heart is happy."
210,Ordering food at a restaurant,Priya,"That's the sign of a good meal! We should also try their lunch thali sometime, if they have one.","That's the sign of a good meal! We should also try their lunch thali sometime, if they have one."
211,Ordering food at a restaurant,Arjun,"Oh, thali! That's a great idea. Variety mali jay badhi items ni.","Oh, thali! That's a great idea. You get a variety of all items."
212,Ordering food at a restaurant,Priya,Exactly. And it's usually quite value for money. We can check their menu online for thali options.,Exactly. And it's usually quite value for money. We can check their menu online for thali options.
213,Ordering food at a restaurant,Arjun,Saras. Toh future ma ek thali plan pan add kari laiye list ma.,Nice. So let's add a thali plan to the list for the future.
214,Ordering food at a restaurant,Priya,"Done. Food adventures continue! Chalo, it's getting late now.","Done. Food adventures continue! Okay, it's getting late now."
215,Ordering food at a restaurant,Arjun,"Ha, right. Chal, aavje. Sweet dreams of Dal Makhani!","Yes, right. Okay, bye. Sweet dreams of Dal Makhani!"
216,Ordering food at a restaurant,Priya,"Haha, you too! Good night!","Haha, you too! Good night!"
217,Asking for directions to a nearby landmark,Arjun,"Excuse me, bhai sahab! Thodi help karsho? Amare Shaniwar Wada javu che.","Excuse me, sir! Could you help a bit? We want to go to Shaniwar Wada."
218,Asking for directions to a nearby landmark,Priya,"Yes, we are new to this area. Can you please guide us to Shaniwar Wada? Ketlu dur che ahiya thi?","Yes, we are new to this area. Can you please guide us to Shaniwar Wada? How far is it from here?"
219,Asking for directions to a nearby landmark,Arjun,(To Priya) Aapne local ne puchhiye to better idea aavse. Google Maps thodu confusing che aa area ma.,"(To Priya) If we ask a local, we'll get a better idea. Google Maps is a bit confusing in this area."
220,Asking for directions to a nearby landmark,Priya,(To Arjun) Sachi vat. Direct puchhvathi clear thai jay. (To passerby) Koi landmark che nearby jethi easily samjai jai?,(To Arjun) True. Asking directly makes it clear. (To passerby) Is there any landmark nearby so it's easy to understand?
221,Asking for directions to a nearby landmark,Arjun,"Ha, ane walking distance che ke auto karvo padshe? Amari pase car nathi.","Yes, and is it walking distance or will we have to take an auto? We don't have a car."
222,Asking for directions to a nearby landmark,Priya,"We prefer walking if it's not too far, maybe around 15-20 minutes?","We prefer walking if it's not too far, maybe around 15-20 minutes?"
223,Asking for directions to a nearby landmark,Arjun,"(After getting directions) Accha, to aa road par seedha jai ne first left, pachi right from the big temple?","(After getting directions) Okay, so go straight on this road, take the first left, then right from the big temple?"
224,Asking for directions to a nearby landmark,Priya,"And then it's about 10 more minutes straight from there, near the Dagdusheth Halwai Ganpati Mandir area?","And then it's about 10 more minutes straight from there, near the Dagdusheth Halwai Ganpati Mandir area?"
225,Asking for directions to a nearby landmark,Arjun,"Samjai gayu. Thank you so much, bhai! Bau help thai gayi tamari.","Understood. Thank you so much, brother! You've been a great help."
226,Asking for directions to a nearby landmark,Priya,"Yes, thank you for your time and clear directions. We appreciate it.","Yes, thank you for your time and clear directions. We appreciate it."
227,Asking for directions to a nearby landmark,Arjun,"(To Priya) Chal, have directions mali gaya. Jaldi pahonchi jaishu.","(To Priya) Okay, we've got the directions now. We'll reach quickly."
228,Asking for directions to a nearby landmark,Priya,"(To Arjun) Yes. It seems pretty straightforward. Luckily, we asked someone helpful.","(To Arjun) Yes. It seems pretty straightforward. Luckily, we asked someone helpful."
229,Asking for directions to a nearby landmark,Arjun,"Ha, kai var Google Maps pan galiyo ma confuse kari de che. Local knowledge is best.","Yes, sometimes Google Maps also confuses in the lanes. Local knowledge is best."
230,Asking for directions to a nearby landmark,Priya,Agreed. Especially in older parts of the city with narrow lanes.,Agreed. Especially in older parts of the city with narrow lanes.
231,Asking for directions to a nearby landmark,Arjun,"So, pela e mota mandir sudhi to seedha javanu che. E to easy che.","So, first we have to go straight till that big temple. That's easy."
232,Asking for directions to a nearby landmark,Priya,"Yes, and then the right turn. I'll keep an eye out for the temple.","Yes, and then the right turn. I'll keep an eye out for the temple."
233,Asking for directions to a nearby landmark,Arjun,Shaniwar Wada jova mate hu bau excited chhu. History ma vachyu che ena vishe.,I'm very excited to see Shaniwar Wada. I've read about it in history.
234,Asking for directions to a nearby landmark,Priya,"Me too. It's an important historical monument. Hopefully, it's well-maintained.","Me too. It's an important historical monument. Hopefully, it's well-maintained."
235,Asking for directions to a nearby landmark,Arjun,Tya entry fee hase ke free entry che? Kai idea che?,Will there be an entry fee or is it free entry? Any idea?
236,Asking for directions to a nearby landmark,Priya,I think there's a nominal entry fee for most ASI protected monuments. We should carry some cash.,I think there's a nominal entry fee for most ASI protected monuments. We should carry some cash.
237,Asking for directions to a nearby landmark,Arjun,Barobar. Ane tya guide male toh saru. Information detailed ma male.,"Correct. And if we find a guide there, it would be good. We'd get detailed information."
238,Asking for directions to a nearby landmark,Priya,"Yes, a good guide can really enhance the experience. But we should check their official rates.","Yes, a good guide can really enhance the experience. But we should check their official rates."
