,topic,english,gujlish
256,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
257,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
258,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
259,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
260,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
261,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
262,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
263,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
264,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
265,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
266,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
267,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
268,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
269,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
270,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
271,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
272,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
273,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
274,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
275,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
276,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
277,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
278,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
279,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
280,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
281,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
282,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
283,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
284,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
285,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
286,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
287,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
288,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
289,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
290,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
291,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
292,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
293,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
294,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
295,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
296,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
297,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
298,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
299,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
300,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
301,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
302,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
303,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
304,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
305,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
306,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
307,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
308,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
309,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
310,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
311,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
312,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
313,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
314,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
315,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
316,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
317,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
318,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
319,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
320,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
321,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
322,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
323,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
324,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
325,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
326,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
327,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
328,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
329,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
330,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
331,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
332,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
333,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
334,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
335,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
336,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
337,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
338,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
339,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
340,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
341,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
342,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
343,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
344,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
345,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
346,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
347,Discussing weekend plans,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
348,Discussing weekend plans,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
349,Discussing weekend plans,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
350,Discussing weekend plans,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
351,Discussing weekend plans,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
352,Discussing weekend plans,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
